2019-01-01T00:00:00Z,-0.0134442
2019-01-01T00:45:09Z,-0.015
2019-01-01T08:00:14Z,20.73375
2019-01-01T08:00:29Z,23.03125
2019-01-01T08:02:04Z,38.94
2019-01-01T09:00:44Z,39.745
2019-01-01T09:01:04Z,-0.0125
2019-01-01T16:53:54Z,-0.0075
2019-01-02T00:46:09Z,-0.0075
2019-01-02T08:00:10Z,-0.01125
2019-01-02T08:00:14Z,17.35875
2019-01-02T08:01:39Z,38.025
2019-01-02T09:00:34Z,36.4775
2019-01-02T09:00:54Z,-0.00375
2019-01-02T16:53:05Z,0.05875
2019-01-03T00:45:34Z,-0.01125
2019-01-03T08:00:10Z,-0.00375
2019-01-03T08:00:14Z,17.5325
2019-01-03T08:01:34Z,37.8225
2019-01-03T09:00:34Z,34.10125
2019-01-03T09:00:49Z,0.095
2019-01-03T16:52:44Z,0.0125
2019-01-04T00:44:49Z,-0.01125
2019-01-04T08:00:09Z,-0.00625
2019-01-04T08:00:14Z,18.2125
2019-01-04T08:01:44Z,38.105
2019-01-04T09:00:34Z,36.8425
2019-01-04T09:00:49Z,2.525
2019-01-04T16:52:49Z,-0.01125
2019-01-05T00:45:14Z,-0.005
2019-01-05T08:00:09Z,-0.00875
2019-01-05T08:00:19Z,15.63375
2019-01-05T08:01:14Z,35.6075
2019-01-05T09:01:04Z,38.24125
2019-01-05T09:01:20Z,13.28
2019-01-05T09:01:24Z,0.07125
2019-01-05T16:53:24Z,0.05375
2019-01-06T00:45:24Z,-0.015
2019-01-06T08:00:14Z,2.83125
2019-01-06T08:00:34Z,24.36625
2019-01-06T08:01:34Z,36.64125
2019-01-06T08:07:09Z,33.6125
2019-01-06T08:13:19Z,26.7975
2019-01-06T08:13:29Z,-0.00875
2019-01-06T08:22:10Z,0.1025
2019-01-06T08:22:14Z,15.5825
2019-01-06T08:23:10Z,35.24625
2019-01-06T09:11:29Z,37.06125
2019-01-06T09:11:50Z,0.01375
2019-01-06T17:03:49Z,-0.02
2019-01-07T00:56:30Z,-0.00125
2019-01-07T08:00:09Z,0.01
2019-01-07T08:00:14Z,25.3975
2019-01-07T08:01:34Z,37.22625
2019-01-07T09:00:29Z,39.6925
2019-01-07T09:00:49Z,0.00875
2019-01-07T16:53:24Z,0.085
2019-01-08T00:45:40Z,-0.00625
2019-01-08T08:00:10Z,-0.00875
2019-01-08T08:00:14Z,22.5425
2019-01-08T08:00:24Z,21.81125
2019-01-08T08:01:44Z,38.62875
2019-01-08T09:00:34Z,36.71875
2019-01-08T09:00:54Z,-0.00375
2019-01-08T16:53:14Z,0.02625
2019-01-09T00:45:34Z,-0.0175
2019-01-09T08:00:10Z,0.05375
2019-01-09T08:00:14Z,21.35625
2019-01-09T08:00:24Z,20.44125
2019-01-09T08:01:54Z,38.77625
2019-01-09T09:00:34Z,36.2275
2019-01-09T09:00:54Z,-0.015
2019-01-09T16:53:00Z,-0.0025
2019-01-10T00:45:09Z,-0.01375
2019-01-10T08:00:09Z,0.0525
2019-01-10T08:00:14Z,14.18125
2019-01-10T08:01:24Z,36.80125
2019-01-10T09:00:34Z,36.515
2019-01-10T09:00:50Z,2.805
2019-01-10T16:53:04Z,0.13125
2019-01-11T00:45:19Z,0.1175
2019-01-11T08:00:09Z,0.0125
2019-01-11T08:00:14Z,22.05125
2019-01-11T08:00:20Z,14.92
2019-01-11T08:00:54Z,32.34875
2019-01-11T08:21:54Z,39.95625
2019-01-11T09:00:34Z,34.5725
2019-01-11T09:00:49Z,0.09375
2019-01-11T16:53:30Z,-0.01
2019-01-12T00:45:40Z,-0.00625
2019-01-12T08:00:10Z,-0.01625
2019-01-12T08:00:14Z,22.5375
2019-01-12T08:00:35Z,26.0375
2019-01-12T08:02:44Z,39.715
2019-01-12T09:00:34Z,36.0025
2019-01-12T09:00:50Z,1.925
2019-01-12T16:53:00Z,-0.0025
2019-01-13T00:45:25Z,0.09
2019-01-13T08:00:14Z,-0.0075
2019-01-13T08:00:24Z,15.58375
2019-01-13T08:01:04Z,34.615
2019-01-13T09:04:54Z,37.49625
2019-01-13T09:05:14Z,0.12625
2019-01-13T16:56:50Z,-0.0025
2019-01-14T00:48:59Z,-0.01375
2019-01-14T08:00:10Z,-0.0075
2019-01-14T08:00:15Z,22.1275
2019-01-14T08:00:20Z,15.50875
2019-01-14T08:01:09Z,35.085
2019-01-14T09:00:34Z,35.035
2019-01-14T09:00:49Z,0.13375
2019-01-14T16:52:50Z,0.00875
2019-01-15T00:45:00Z,-0.0175
2019-01-15T08:00:10Z,-0.00375
2019-01-15T08:00:14Z,21.50875
2019-01-15T08:00:30Z,22.88125
2019-01-15T08:01:55Z,38.85625
2019-01-15T09:00:34Z,35.73625
2019-01-15T09:00:54Z,0.0
2019-01-15T16:52:54Z,0.135
2019-01-16T00:45:20Z,0.10875
2019-01-16T08:00:10Z,0.025
2019-01-16T08:00:14Z,22.82875
2019-01-16T08:00:24Z,20.5225
2019-01-16T08:01:14Z,35.94
2019-01-16T09:00:34Z,34.875
